stage,cohort,scheme,fold,seed,model,ecg_id,n_features,n_missing
stage1,all300,exploratory,3,7004,B,3392,52,0
stage1,all300,exploratory,3,7004,B,3535,52,0
stage1,all300,exploratory,3,7004,B,5550,52,0
stage1,all300,exploratory,3,7004,B,5657,52,0
stage1,all300,exploratory,3,7004,B,6401,52,0
stage1,all300,exploratory,3,7004,B,6624,52,0
stage1,all300,exploratory,3,7004,B,7410,52,0
stage1,all300,exploratory,3,7004,B,7564,52,0
stage1,all300,exploratory,3,7004,B,8049,52,0
stage1,all300,exploratory,3,7004,B,8211,52,0
stage1,all300,exploratory,3,7004,B,8649,52,0
stage1,all300,exploratory,3,7004,B,9535,52,0
stage1,all300,exploratory,3,7004,B,9805,52,0
stage1,all300,exploratory,3,7004,B,9843,52,0
stage1,all300,exploratory,3,7004,B,9868,52,0
stage1,all300,exploratory,3,7004,B,10129,52,0
stage1,all300,exploratory,3,7004,B,10971,52,0
stage1,all300,exploratory,3,7004,B,12628,52,0
stage1,all300,exploratory,3,7004,B,12706,52,0
stage1,all300,exploratory,3,7004,B,12781,52,0
stage1,all300,exploratory,3,7004,B,15282,52,0
stage1,all300,exploratory,3,7004,B,16063,52,0
stage1,all300,exploratory,3,7004,B,16977,52,0
stage1,all300,exploratory,3,7004,B,17544,52,0
stage1,all300,exploratory,3,7004,B,17555,52,0
stage1,all300,exploratory,3,7004,B,17652,52,0
stage1,all300,exploratory,3,7004,B,17773,52,0
stage1,all300,exploratory,3,7004,B,17859,52,0
stage1,all300,exploratory,3,7004,B,18030,52,0
stage1,all300,exploratory,3,7004,B,18429,52,0
stage1,all300,exploratory,3,7004,B,19835,52,0
stage1,all300,exploratory,3,7004,B,20221,52,0
stage1,all300,exploratory,3,7004,B,20607,52,0
stage1,all300,exploratory,3,7004,B,20897,52,0
stage1,all300,exploratory,3,7004,B,21537,52,0
stage1,all300,exploratory,3,7004,C,1385,92,0
stage1,all300,exploratory,3,7004,C,2052,92,0
stage1,all300,exploratory,3,7004,C,3392,92,0
stage1,all300,exploratory,3,7004,C,3535,92,0
stage1,all300,exploratory,3,7004,C,5550,92,0
stage1,all300,exploratory,3,7004,C,5657,92,0
stage1,all300,exploratory,3,7004,C,6401,92,0
stage1,all300,exploratory,3,7004,C,6624,92,0
stage1,all300,exploratory,3,7004,C,7410,92,0
stage1,all300,exploratory,3,7004,C,7564,92,0
stage1,all300,exploratory,3,7004,C,8049,92,0
stage1,all300,exploratory,3,7004,C,8211,92,0
stage1,all300,exploratory,3,7004,C,8649,92,0
stage1,all300,exploratory,3,7004,C,9535,92,0
stage1,all300,exploratory,3,7004,C,9805,92,0
stage1,all300,exploratory,3,7004,C,9843,92,0
stage1,all300,exploratory,3,7004,C,9868,92,0
stage1,all300,exploratory,3,7004,C,10129,92,0
stage1,all300,exploratory,3,7004,C,10971,92,0
stage1,all300,exploratory,3,7004,C,12628,92,0
stage1,all300,exploratory,3,7004,C,12706,92,0
stage1,all300,exploratory,3,7004,C,12781,92,0
stage1,all300,exploratory,3,7004,C,15282,92,0
stage1,all300,exploratory,3,7004,C,16063,92,0
stage1,all300,exploratory,3,7004,C,16977,92,0
stage1,all300,exploratory,3,7004,C,17544,92,0
stage1,all300,exploratory,3,7004,C,17555,92,0
stage1,all300,exploratory,3,7004,C,17652,92,0
stage1,all300,exploratory,3,7004,C,17773,92,0
stage1,all300,exploratory,3,7004,C,17859,92,0
stage1,all300,exploratory,3,7004,C,18030,92,0
stage1,all300,exploratory,3,7004,C,18429,92,0
stage1,all300,exploratory,3,7004,C,19835,92,0
stage1,all300,exploratory,3,7004,C,20221,92,0
stage1,all300,exploratory,3,7004,C,20607,92,0
stage1,all300,exploratory,3,7004,C,20897,92,0
stage1,all300,exploratory,3,7004,C,21537,92,0
stage1,all300,exploratory,3,7005,A,1385,24,0
stage1,all300,exploratory,3,7005,A,2052,24,0
stage1,all300,exploratory,3,7005,A,3392,24,0
stage1,all300,exploratory,3,7005,A,3535,24,0
stage1,all300,exploratory,3,7005,A,5550,24,0
stage1,all300,exploratory,3,7005,A,5657,24,0
stage1,all300,exploratory,3,7005,A,6401,24,0
stage1,all300,exploratory,3,7005,A,6624,24,0
stage1,all300,exploratory,3,7005,A,7410,24,0
stage1,all300,exploratory,3,7005,A,7564,24,0
stage1,all300,exploratory,3,7005,A,8049,24,0
stage1,all300,exploratory,3,7005,A,8211,24,0
stage1,all300,exploratory,3,7005,A,8649,24,0
stage1,all300,exploratory,3,7005,A,9535,24,0
stage1,all300,exploratory,3,7005,A,9805,24,0
stage1,all300,exploratory,3,7005,A,9843,24,0
stage1,all300,exploratory,3,7005,A,9868,24,0
stage1,all300,exploratory,3,7005,A,10129,24,0
stage1,all300,exploratory,3,7005,A,10971,24,0
stage1,all300,exploratory,3,7005,A,12628,24,0
stage1,all300,exploratory,3,7005,A,12706,24,0
stage1,all300,exploratory,3,7005,A,12781,24,0
stage1,all300,exploratory,3,7005,A,15282,24,0
stage1,all300,exploratory,3,7005,A,16063,24,0
stage1,all300,exploratory,3,7005,A,16977,24,0
stage1,all300,exploratory,3,7005,A,17544,24,0
stage1,all300,exploratory,3,7005,A,17555,24,0
stage1,all300,exploratory,3,7005,A,17652,24,0
stage1,all300,exploratory,3,7005,A,17773,24,0
stage1,all300,exploratory,3,7005,A,17859,24,0
stage1,all300,exploratory,3,7005,A,18030,24,0
stage1,all300,exploratory,3,7005,A,18429,24,0
stage1,all300,exploratory,3,7005,A,19835,24,0
stage1,all300,exploratory,3,7005,A,20221,24,0
stage1,all300,exploratory,3,7005,A,20607,24,0
stage1,all300,exploratory,3,7005,A,20897,24,0
stage1,all300,exploratory,3,7005,A,21537,24,0
stage1,all300,exploratory,3,7005,B,1385,52,0
stage1,all300,exploratory,3,7005,B,2052,52,0
stage1,all300,exploratory,3,7005,B,3392,52,0
stage1,all300,exploratory,3,7005,B,3535,52,0
stage1,all300,exploratory,3,7005,B,5550,52,0
stage1,all300,exploratory,3,7005,B,5657,52,0
stage1,all300,exploratory,3,7005,B,6401,52,0
stage1,all300,exploratory,3,7005,B,6624,52,0
stage1,all300,exploratory,3,7005,B,7410,52,0
stage1,all300,exploratory,3,7005,B,7564,52,0
stage1,all300,exploratory,3,7005,B,8049,52,0
stage1,all300,exploratory,3,7005,B,8211,52,0
stage1,all300,exploratory,3,7005,B,8649,52,0
stage1,all300,exploratory,3,7005,B,9535,52,0
stage1,all300,exploratory,3,7005,B,9805,52,0
stage1,all300,exploratory,3,7005,B,9843,52,0
stage1,all300,exploratory,3,7005,B,9868,52,0
stage1,all300,exploratory,3,7005,B,10129,52,0
stage1,all300,exploratory,3,7005,B,10971,52,0
stage1,all300,exploratory,3,7005,B,12628,52,0
stage1,all300,exploratory,3,7005,B,12706,52,0
stage1,all300,exploratory,3,7005,B,12781,52,0
stage1,all300,exploratory,3,7005,B,15282,52,0
stage1,all300,exploratory,3,7005,B,16063,52,0
stage1,all300,exploratory,3,7005,B,16977,52,0
stage1,all300,exploratory,3,7005,B,17544,52,0
stage1,all300,exploratory,3,7005,B,17555,52,0
stage1,all300,exploratory,3,7005,B,17652,52,0
stage1,all300,exploratory,3,7005,B,17773,52,0
stage1,all300,exploratory,3,7005,B,17859,52,0
stage1,all300,exploratory,3,7005,B,18030,52,0
stage1,all300,exploratory,3,7005,B,18429,52,0
stage1,all300,exploratory,3,7005,B,19835,52,0
stage1,all300,exploratory,3,7005,B,20221,52,0
stage1,all300,exploratory,3,7005,B,20607,52,0
stage1,all300,exploratory,3,7005,B,20897,52,0
stage1,all300,exploratory,3,7005,B,21537,52,0
stage1,all300,exploratory,3,7005,C,1385,92,0
stage1,all300,exploratory,3,7005,C,2052,92,0
stage1,all300,exploratory,3,7005,C,3392,92,0
stage1,all300,exploratory,3,7005,C,3535,92,0
stage1,all300,exploratory,3,7005,C,5550,92,0
stage1,all300,exploratory,3,7005,C,5657,92,0
stage1,all300,exploratory,3,7005,C,6401,92,0
stage1,all300,exploratory,3,7005,C,6624,92,0
stage1,all300,exploratory,3,7005,C,7410,92,0
stage1,all300,exploratory,3,7005,C,7564,92,0
stage1,all300,exploratory,3,7005,C,8049,92,0
stage1,all300,exploratory,3,7005,C,8211,92,0
stage1,all300,exploratory,3,7005,C,8649,92,0
stage1,all300,exploratory,3,7005,C,9535,92,0
stage1,all300,exploratory,3,7005,C,9805,92,0
stage1,all300,exploratory,3,7005,C,9843,92,0
stage1,all300,exploratory,3,7005,C,9868,92,0
stage1,all300,exploratory,3,7005,C,10129,92,0
stage1,all300,exploratory,3,7005,C,10971,92,0
stage1,all300,exploratory,3,7005,C,12628,92,0
stage1,all300,exploratory,3,7005,C,12706,92,0
stage1,all300,exploratory,3,7005,C,12781,92,0
stage1,all300,exploratory,3,7005,C,15282,92,0
stage1,all300,exploratory,3,7005,C,16063,92,0
stage1,all300,exploratory,3,7005,C,16977,92,0
stage1,all300,exploratory,3,7005,C,17544,92,0
stage1,all300,exploratory,3,7005,C,17555,92,0
stage1,all300,exploratory,3,7005,C,17652,92,0
stage1,all300,exploratory,3,7005,C,17773,92,0
stage1,all300,exploratory,3,7005,C,17859,92,0
stage1,all300,exploratory,3,7005,C,18030,92,0
stage1,all300,exploratory,3,7005,C,18429,92,0
stage1,all300,exploratory,3,7005,C,19835,92,0
stage1,all300,exploratory,3,7005,C,20221,92,0
stage1,all300,exploratory,3,7005,C,20607,92,0
stage1,all300,exploratory,3,7005,C,20897,92,0
stage1,all300,exploratory,3,7005,C,21537,92,0
stage1,all300,exploratory,4,0,A,104,24,0
stage1,all300,exploratory,4,0,A,333,24,0
stage1,all300,exploratory,4,0,A,358,24,24
stage1,all300,exploratory,4,0,A,443,24,0
stage1,all300,exploratory,4,0,A,1446,24,0
stage1,all300,exploratory,4,0,A,1913,24,0
stage1,all300,exploratory,4,0,A,2179,24,0
stage1,all300,exploratory,4,0,A,3373,24,0
stage1,all300,exploratory,4,0,A,3388,24,0
stage1,all300,exploratory,4,0,A,3778,24,0
stage1,all300,exploratory,4,0,A,4481,24,0
stage1,all300,exploratory,4,0,A,5323,24,0
stage1,all300,exploratory,4,0,A,5415,24,0
stage1,all300,exploratory,4,0,A,5484,24,0
stage1,all300,exploratory,4,0,A,5887,24,0
stage1,all300,exploratory,4,0,A,6051,24,0
stage1,all300,exploratory,4,0,A,6250,24,0
stage1,all300,exploratory,4,0,A,6930,24,0
stage1,all300,exploratory,4,0,A,7198,24,24
stage1,all300,exploratory,4,0,A,8871,24,0
stage1,all300,exploratory,4,0,A,8878,24,0
stage1,all300,exploratory,4,0,A,10602,24,0
stage1,all300,exploratory,4,0,A,11337,24,0
stage1,all300,exploratory,4,0,A,11961,24,0
stage1,all300,exploratory,4,0,A,12434,24,0
stage1,all300,exploratory,4,0,A,12736,24,0
stage1,all300,exploratory,4,0,A,14463,24,0
stage1,all300,exploratory,4,0,A,16036,24,0
stage1,all300,exploratory,4,0,A,16370,24,0
stage1,all300,exploratory,4,0,A,18014,24,0
stage1,all300,exploratory,4,0,A,18835,24,0
stage1,all300,exploratory,4,0,A,19122,24,24
stage1,all300,exploratory,4,0,A,19373,24,0
stage1,all300,exploratory,4,0,A,19895,24,0
stage1,all300,exploratory,4,0,A,20692,24,0
stage1,all300,exploratory,4,0,B,104,52,0
stage1,all300,exploratory,4,0,B,333,52,0
stage1,all300,exploratory,4,0,B,358,52,52
stage1,all300,exploratory,4,0,B,443,52,0
stage1,all300,exploratory,4,0,B,1446,52,0
stage1,all300,exploratory,4,0,B,1913,52,0
stage1,all300,exploratory,4,0,B,2179,52,0
stage1,all300,exploratory,4,0,B,3373,52,0
stage1,all300,exploratory,4,0,B,3388,52,0
stage1,all300,exploratory,4,0,B,3778,52,0
stage1,all300,exploratory,4,0,B,4481,52,0
stage1,all300,exploratory,4,0,B,5323,52,0
stage1,all300,exploratory,4,0,B,5415,52,0
stage1,all300,exploratory,4,0,B,5484,52,0
stage1,all300,exploratory,4,0,B,5887,52,0
stage1,all300,exploratory,4,0,B,6051,52,0
stage1,all300,exploratory,4,0,B,6250,52,0
stage1,all300,exploratory,4,0,B,6930,52,0
stage1,all300,exploratory,4,0,B,7198,52,52
stage1,all300,exploratory,4,0,B,8871,52,0
stage1,all300,exploratory,4,0,B,8878,52,0
stage1,all300,exploratory,4,0,B,10602,52,0
stage1,all300,exploratory,4,0,B,11337,52,0
stage1,all300,exploratory,4,0,B,11961,52,0
stage1,all300,exploratory,4,0,B,12434,52,0
stage1,all300,exploratory,4,0,B,12736,52,0
stage1,all300,exploratory,4,0,B,14463,52,0
stage1,all300,exploratory,4,0,B,16036,52,0
stage1,all300,exploratory,4,0,B,16370,52,0
stage1,all300,exploratory,4,0,B,18014,52,0
stage1,all300,exploratory,4,0,B,18835,52,0
stage1,all300,exploratory,4,0,B,19122,52,52
stage1,all300,exploratory,4,0,B,19373,52,0
stage1,all300,exploratory,4,0,B,19895,52,0
stage1,all300,exploratory,4,0,B,20692,52,0
stage1,all300,exploratory,4,0,C,104,92,0
stage1,all300,exploratory,4,0,C,333,92,0
stage1,all300,exploratory,4,0,C,358,92,92
stage1,all300,exploratory,4,0,C,443,92,0
stage1,all300,exploratory,4,0,C,1446,92,0
stage1,all300,exploratory,4,0,C,1913,92,0
stage1,all300,exploratory,4,0,C,2179,92,0
stage1,all300,exploratory,4,0,C,3373,92,0
stage1,all300,exploratory,4,0,C,3388,92,0
stage1,all300,exploratory,4,0,C,3778,92,0
stage1,all300,exploratory,4,0,C,4481,92,0
stage1,all300,exploratory,4,0,C,5323,92,0
stage1,all300,exploratory,4,0,C,5415,92,0
stage1,all300,exploratory,4,0,C,5484,92,0
stage1,all300,exploratory,4,0,C,5887,92,0
stage1,all300,exploratory,4,0,C,6051,92,0
stage1,all300,exploratory,4,0,C,6250,92,0
stage1,all300,exploratory,4,0,C,6930,92,0
stage1,all300,exploratory,4,0,C,7198,92,92
stage1,all300,exploratory,4,0,C,8871,92,0
stage1,all300,exploratory,4,0,C,8878,92,0
stage1,all300,exploratory,4,0,C,10602,92,0
stage1,all300,exploratory,4,0,C,11337,92,0
stage1,all300,exploratory,4,0,C,11961,92,0
stage1,all300,exploratory,4,0,C,12434,92,0
stage1,all300,exploratory,4,0,C,12736,92,0
stage1,all300,exploratory,4,0,C,14463,92,0
stage1,all300,exploratory,4,0,C,16036,92,0
stage1,all300,exploratory,4,0,C,16370,92,0
stage1,all300,exploratory,4,0,C,18014,92,0
stage1,all300,exploratory,4,0,C,18835,92,0
stage1,all300,exploratory,4,0,C,19122,92,92
stage1,all300,exploratory,4,0,C,19373,92,0
stage1,all300,exploratory,4,0,C,19895,92,0
stage1,all300,exploratory,4,0,C,20692,92,0
stage1,all300,exploratory,4,7001,A,104,24,0
stage1,all300,exploratory,4,7001,A,333,24,0
stage1,all300,exploratory,4,7001,A,358,24,24
stage1,all300,exploratory,4,7001,A,443,24,0
stage1,all300,exploratory,4,7001,A,1446,24,0
stage1,all300,exploratory,4,7001,A,1913,24,0
stage1,all300,exploratory,4,7001,A,2179,24,0
stage1,all300,exploratory,4,7001,A,3373,24,0
stage1,all300,exploratory,4,7001,A,3388,24,0
stage1,all300,exploratory,4,7001,A,3778,24,0
stage1,all300,exploratory,4,7001,A,4481,24,0
stage1,all300,exploratory,4,7001,A,5323,24,0
stage1,all300,exploratory,4,7001,A,5415,24,0
stage1,all300,exploratory,4,7001,A,5484,24,0
stage1,all300,exploratory,4,7001,A,5887,24,0
stage1,all300,exploratory,4,7001,A,6051,24,0
stage1,all300,exploratory,4,7001,A,6250,24,0
stage1,all300,exploratory,4,7001,A,6930,24,0
stage1,all300,exploratory,4,7001,A,7198,24,24
stage1,all300,exploratory,4,7001,A,8871,24,0
stage1,all300,exploratory,4,7001,A,8878,24,0
stage1,all300,exploratory,4,7001,A,10602,24,0
stage1,all300,exploratory,4,7001,A,11337,24,0
stage1,all300,exploratory,4,7001,A,11961,24,0
stage1,all300,exploratory,4,7001,A,12434,24,0
stage1,all300,exploratory,4,7001,A,12736,24,0
stage1,all300,exploratory,4,7001,A,14463,24,0
stage1,all300,exploratory,4,7001,A,16036,24,0
stage1,all300,exploratory,4,7001,A,16370,24,0
stage1,all300,exploratory,4,7001,A,18014,24,0
stage1,all300,exploratory,4,7001,A,18835,24,0
stage1,all300,exploratory,4,7001,A,19122,24,24
stage1,all300,exploratory,4,7001,A,19373,24,0
stage1,all300,exploratory,4,7001,A,19895,24,0
stage1,all300,exploratory,4,7001,A,20692,24,0
stage1,all300,exploratory,4,7001,B,104,52,0
stage1,all300,exploratory,4,7001,B,333,52,0
stage1,all300,exploratory,4,7001,B,358,52,52
stage1,all300,exploratory,4,7001,B,443,52,0
stage1,all300,exploratory,4,7001,B,1446,52,0
stage1,all300,exploratory,4,7001,B,1913,52,0
stage1,all300,exploratory,4,7001,B,2179,52,0
stage1,all300,exploratory,4,7001,B,3373,52,0
stage1,all300,exploratory,4,7001,B,3388,52,0
stage1,all300,exploratory,4,7001,B,3778,52,0
stage1,all300,exploratory,4,7001,B,4481,52,0
stage1,all300,exploratory,4,7001,B,5323,52,0
stage1,all300,exploratory,4,7001,B,5415,52,0
stage1,all300,exploratory,4,7001,B,5484,52,0
stage1,all300,exploratory,4,7001,B,5887,52,0
stage1,all300,exploratory,4,7001,B,6051,52,0
stage1,all300,exploratory,4,7001,B,6250,52,0
stage1,all300,exploratory,4,7001,B,6930,52,0
stage1,all300,exploratory,4,7001,B,7198,52,52
stage1,all300,exploratory,4,7001,B,8871,52,0
stage1,all300,exploratory,4,7001,B,8878,52,0
stage1,all300,exploratory,4,7001,B,10602,52,0
stage1,all300,exploratory,4,7001,B,11337,52,0
stage1,all300,exploratory,4,7001,B,11961,52,0
stage1,all300,exploratory,4,7001,B,12434,52,0
stage1,all300,exploratory,4,7001,B,12736,52,0
stage1,all300,exploratory,4,7001,B,14463,52,0
stage1,all300,exploratory,4,7001,B,16036,52,0
stage1,all300,exploratory,4,7001,B,16370,52,0
stage1,all300,exploratory,4,7001,B,18014,52,0
stage1,all300,exploratory,4,7001,B,18835,52,0
stage1,all300,exploratory,4,7001,B,19122,52,52
stage1,all300,exploratory,4,7001,B,19373,52,0
stage1,all300,exploratory,4,7001,B,19895,52,0
stage1,all300,exploratory,4,7001,B,20692,52,0
stage1,all300,exploratory,4,7001,C,104,92,0
stage1,all300,exploratory,4,7001,C,333,92,0
stage1,all300,exploratory,4,7001,C,358,92,92
stage1,all300,exploratory,4,7001,C,443,92,0
stage1,all300,exploratory,4,7001,C,1446,92,0
stage1,all300,exploratory,4,7001,C,1913,92,0
stage1,all300,exploratory,4,7001,C,2179,92,0
stage1,all300,exploratory,4,7001,C,3373,92,0
stage1,all300,exploratory,4,7001,C,3388,92,0
stage1,all300,exploratory,4,7001,C,3778,92,0
stage1,all300,exploratory,4,7001,C,4481,92,0
stage1,all300,exploratory,4,7001,C,5323,92,0
stage1,all300,exploratory,4,7001,C,5415,92,0
stage1,all300,exploratory,4,7001,C,5484,92,0
stage1,all300,exploratory,4,7001,C,5887,92,0
stage1,all300,exploratory,4,7001,C,6051,92,0
stage1,all300,exploratory,4,7001,C,6250,92,0
stage1,all300,exploratory,4,7001,C,6930,92,0
stage1,all300,exploratory,4,7001,C,7198,92,92
stage1,all300,exploratory,4,7001,C,8871,92,0
stage1,all300,exploratory,4,7001,C,8878,92,0
stage1,all300,exploratory,4,7001,C,10602,92,0
stage1,all300,exploratory,4,7001,C,11337,92,0
stage1,all300,exploratory,4,7001,C,11961,92,0
stage1,all300,exploratory,4,7001,C,12434,92,0
stage1,all300,exploratory,4,7001,C,12736,92,0
stage1,all300,exploratory,4,7001,C,14463,92,0
stage1,all300,exploratory,4,7001,C,16036,92,0
stage1,all300,exploratory,4,7001,C,16370,92,0
stage1,all300,exploratory,4,7001,C,18014,92,0
stage1,all300,exploratory,4,7001,C,18835,92,0
stage1,all300,exploratory,4,7001,C,19122,92,92
stage1,all300,exploratory,4,7001,C,19373,92,0
stage1,all300,exploratory,4,7001,C,19895,92,0
stage1,all300,exploratory,4,7001,C,20692,92,0
stage1,all300,exploratory,4,7002,A,104,24,0
stage1,all300,exploratory,4,7002,A,333,24,0
stage1,all300,exploratory,4,7002,A,358,24,24
stage1,all300,exploratory,4,7002,A,443,24,0
stage1,all300,exploratory,4,7002,A,1446,24,0
stage1,all300,exploratory,4,7002,A,1913,24,0
stage1,all300,exploratory,4,7002,A,2179,24,0
stage1,all300,exploratory,4,7002,A,3373,24,0
stage1,all300,exploratory,4,7002,A,3388,24,0
stage1,all300,exploratory,4,7002,A,3778,24,0
stage1,all300,exploratory,4,7002,A,4481,24,0
stage1,all300,exploratory,4,7002,A,5323,24,0
stage1,all300,exploratory,4,7002,A,5415,24,0
stage1,all300,exploratory,4,7002,A,5484,24,0
stage1,all300,exploratory,4,7002,A,5887,24,0
stage1,all300,exploratory,4,7002,A,6051,24,0
stage1,all300,exploratory,4,7002,A,6250,24,0
stage1,all300,exploratory,4,7002,A,6930,24,0
stage1,all300,exploratory,4,7002,A,7198,24,24
stage1,all300,exploratory,4,7002,A,8871,24,0
stage1,all300,exploratory,4,7002,A,8878,24,0
stage1,all300,exploratory,4,7002,A,10602,24,0
stage1,all300,exploratory,4,7002,A,11337,24,0
stage1,all300,exploratory,4,7002,A,11961,24,0
stage1,all300,exploratory,4,7002,A,12434,24,0
stage1,all300,exploratory,4,7002,A,12736,24,0
stage1,all300,exploratory,4,7002,A,14463,24,0
stage1,all300,exploratory,4,7002,A,16036,24,0
stage1,all300,exploratory,4,7002,A,16370,24,0
stage1,all300,exploratory,4,7002,A,18014,24,0
stage1,all300,exploratory,4,7002,A,18835,24,0
stage1,all300,exploratory,4,7002,A,19122,24,24
stage1,all300,exploratory,4,7002,A,19373,24,0
stage1,all300,exploratory,4,7002,A,19895,24,0
stage1,all300,exploratory,4,7002,A,20692,24,0
stage1,all300,exploratory,4,7002,B,104,52,0
stage1,all300,exploratory,4,7002,B,333,52,0
stage1,all300,exploratory,4,7002,B,358,52,52
stage1,all300,exploratory,4,7002,B,443,52,0
stage1,all300,exploratory,4,7002,B,1446,52,0
stage1,all300,exploratory,4,7002,B,1913,52,0
stage1,all300,exploratory,4,7002,B,2179,52,0
stage1,all300,exploratory,4,7002,B,3373,52,0
stage1,all300,exploratory,4,7002,B,3388,52,0
stage1,all300,exploratory,4,7002,B,3778,52,0
stage1,all300,exploratory,4,7002,B,4481,52,0
stage1,all300,exploratory,4,7002,B,5323,52,0
stage1,all300,exploratory,4,7002,B,5415,52,0
