stage,ecg_id,source_peak_index,r_peak_sample,r_peak_time_s,left_sample,right_sample,rr_prev_ms,rr_next_ms,valid,failure_reason,beat_index
stage2,6347,3,2034,4.068,1767.5,2295.0,1066.0,1044.0,True,,2
stage2,6347,4,2556,5.112,2295.0,2809.0,1044.0,1012.0,True,,3
stage2,6347,5,3062,6.124,2809.0,3324.0,1012.0,1048.0,True,,4
stage2,6347,6,3586,7.172,3324.0,3843.5,1048.0,1030.0,True,,5
stage2,6347,7,4101,8.202,3843.5,4357.5,1030.0,1026.0,True,,6
stage2,6347,8,4614,9.228,4357.5,,1026.0,,False,edge_no_two_neighbors,-1
stage2,6401,0,254,0.508,,436.0,,728.0,False,edge_no_two_neighbors,-1
stage2,6401,1,618,1.236,436.0,804.5,728.0,746.0,True,,0
stage2,6401,2,991,1.982,804.5,1183.5,746.0,770.0,True,,1
stage2,6401,3,1376,2.752,1183.5,1624.5,770.0,994.0,True,,2
stage2,6401,4,1873,3.746,1624.5,2081.0,994.0,832.0,True,,3
stage2,6401,5,2289,4.578,2081.0,2414.0,832.0,500.0,True,,4
stage2,6401,6,2539,5.078,2414.0,2743.5,500.0,818.0,True,,5
stage2,6401,7,2948,5.896,2743.5,3107.5,818.0,638.0,True,,6
stage2,6401,8,3267,6.534,3107.5,3430.0,638.0,652.0,True,,7
stage2,6401,9,3593,7.186,3430.0,3772.5,652.0,718.0,True,,8
stage2,6401,10,3952,7.904,3772.5,4140.0,718.0,752.0,True,,9
stage2,6401,11,4328,8.656,4140.0,4536.0,752.0,832.0,True,,10
stage2,6401,12,4744,9.488,4536.0,,832.0,,False,edge_no_two_neighbors,-1
stage2,6534,0,249,0.498,,471.5,,890.0,False,edge_no_two_neighbors,-1
stage2,6534,1,694,1.388,471.5,912.0,890.0,872.0,True,,0
stage2,6534,2,1130,2.26,912.0,1344.5,872.0,858.0,True,,1
stage2,6534,3,1559,3.118,1344.5,1687.0,858.0,512.0,True,,2
stage2,6534,4,1815,3.63,1687.0,2066.0,512.0,1004.0,True,,3
stage2,6534,5,2317,4.634,2066.0,2555.0,1004.0,952.0,True,,4
stage2,6534,6,2793,5.586,2555.0,3030.5,952.0,950.0,True,,5
stage2,6534,7,3268,6.536,3030.5,3478.5,950.0,842.0,True,,6
stage2,6534,8,3689,7.378,3478.5,3925.5,842.0,946.0,True,,7
stage2,6534,9,4162,8.324,3925.5,4375.0,946.0,852.0,True,,8
stage2,6534,10,4588,9.176,4375.0,,852.0,,False,edge_no_two_neighbors,-1
stage2,6554,0,313,0.626,,526.5,,854.0,False,edge_no_two_neighbors,-1
stage2,6554,1,740,1.48,526.5,955.0,854.0,860.0,True,,0
stage2,6554,2,1170,2.34,955.0,1383.0,860.0,852.0,True,,1
stage2,6554,3,1596,3.192,1383.0,1807.5,852.0,846.0,True,,2
stage2,6554,4,2019,4.038,1807.5,2193.0,846.0,696.0,True,,3
stage2,6554,5,2367,4.734,2193.0,2613.5,696.0,986.0,True,,4
stage2,6554,6,2860,5.72,2613.5,3079.5,986.0,878.0,True,,5
stage2,6554,7,3299,6.598,3079.5,3503.0,878.0,816.0,True,,6
stage2,6554,8,3707,7.414,3503.0,3929.0,816.0,888.0,True,,7
stage2,6554,9,4151,8.302,3929.0,4361.0,888.0,840.0,True,,8
stage2,6554,10,4571,9.142,4361.0,,840.0,,False,edge_no_two_neighbors,-1
stage2,6611,0,358,0.716,,606.5,,994.0,False,edge_no_two_neighbors,-1
stage2,6611,1,855,1.71,606.5,1115.0,994.0,1040.0,True,,0
stage2,6611,2,1375,2.75,1115.0,1626.0,1040.0,1004.0,True,,1
stage2,6611,3,1877,3.754,1626.0,2125.5,1004.0,994.0,True,,2
stage2,6611,4,2374,4.748,2125.5,2629.5,994.0,1022.0,True,,3
stage2,6611,5,2885,5.77,2629.5,3128.5,1022.0,974.0,True,,4
stage2,6611,6,3372,6.744,3128.5,3623.0,974.0,1004.0,True,,5
stage2,6611,7,3874,7.748,3623.0,4132.5,1004.0,1034.0,True,,6
stage2,6611,8,4391,8.782,4132.5,4635.5,1034.0,978.0,True,,7
stage2,6611,9,4880,9.76,4635.5,,978.0,,False,edge_no_two_neighbors,-1
stage2,6624,0,96,0.192,,312.5,,866.0,False,edge_no_two_neighbors,-1
stage2,6624,1,529,1.058,312.5,749.0,866.0,880.0,True,,0
stage2,6624,2,969,1.938,749.0,1186.5,880.0,870.0,True,,1
stage2,6624,3,1404,2.808,1186.5,1623.0,870.0,876.0,True,,2
stage2,6624,4,1842,3.684,1623.0,2061.5,876.0,878.0,True,,3
stage2,6624,5,2281,4.562,2061.5,2498.0,878.0,868.0,True,,4
stage2,6624,6,2715,5.43,2498.0,2933.0,868.0,872.0,True,,5
stage2,6624,7,3151,6.302,2933.0,3370.0,872.0,876.0,True,,6
stage2,6624,8,3589,7.178,3370.0,3805.0,876.0,864.0,True,,7
stage2,6624,9,4021,8.042,3805.0,4239.5,864.0,874.0,True,,8
stage2,6624,10,4458,8.916,4239.5,4676.5,874.0,874.0,True,,9
stage2,6624,11,4895,9.79,4676.5,,874.0,,False,edge_no_two_neighbors,-1
stage2,6635,0,304,0.608,,519.0,,860.0,False,edge_no_two_neighbors,-1
stage2,6635,1,734,1.468,519.0,945.5,860.0,846.0,True,,0
stage2,6635,2,1157,2.314,945.5,1373.0,846.0,864.0,True,,1
stage2,6635,3,1589,3.178,1373.0,1796.5,864.0,830.0,True,,2
stage2,6635,4,2004,4.008,1796.5,2216.0,830.0,848.0,True,,3
stage2,6635,5,2428,4.856,2216.0,2638.5,848.0,842.0,True,,4
stage2,6635,6,2849,5.698,2638.5,3063.0,842.0,856.0,True,,5
stage2,6635,7,3277,6.554,3063.0,3480.5,856.0,814.0,True,,6
stage2,6635,8,3684,7.368,3480.5,3887.5,814.0,814.0,True,,7
stage2,6635,9,4091,8.182,3887.5,4298.0,814.0,828.0,True,,8
stage2,6635,10,4505,9.01,4298.0,4708.0,828.0,812.0,True,,9
stage2,6635,11,4911,9.822,4708.0,,812.0,,False,edge_no_two_neighbors,-1
stage2,6888,0,207,0.414,,508.5,,1206.0,False,edge_no_two_neighbors,-1
stage2,6888,1,810,1.62,508.5,1107.0,1206.0,1188.0,True,,0
stage2,6888,2,1404,2.808,1107.0,1665.0,1188.0,1044.0,True,,1
stage2,6888,3,1926,3.852,1665.0,2180.5,1044.0,1018.0,True,,2
stage2,6888,4,2435,4.87,2180.5,2714.0,1018.0,1116.0,True,,3
stage2,6888,5,2993,5.986,2714.0,3273.0,1116.0,1120.0,True,,4
stage2,6888,6,3553,7.106,3273.0,3829.5,1120.0,1106.0,True,,5
stage2,6888,7,4106,8.212,3829.5,4363.5,1106.0,1030.0,True,,6
stage2,6888,8,4621,9.242,4363.5,,1030.0,,False,edge_no_two_neighbors,-1
stage2,6930,0,383,0.766,,600.5,,870.0,False,edge_no_two_neighbors,-1
stage2,6930,1,818,1.636,600.5,1036.0,870.0,872.0,True,,0
stage2,6930,2,1254,2.508,1036.0,1469.0,872.0,860.0,True,,1
stage2,6930,3,1684,3.368,1469.0,1898.5,860.0,858.0,True,,2
stage2,6930,4,2113,4.226,1898.5,2330.0,858.0,868.0,True,,3
stage2,6930,5,2547,5.094,2330.0,2752.5,868.0,822.0,True,,4
stage2,6930,6,2958,5.916,2752.5,3166.0,822.0,832.0,True,,5
stage2,6930,7,3374,6.748,3166.0,3579.0,832.0,820.0,True,,6
stage2,6930,8,3784,7.568,3579.0,3987.5,820.0,814.0,True,,7
stage2,6930,9,4191,8.382,3987.5,4394.5,814.0,814.0,True,,8
stage2,6930,10,4598,9.196,4394.5,,814.0,,False,edge_no_two_neighbors,-1
stage2,7184,0,363,0.726,,659.0,,1184.0,False,edge_no_two_neighbors,-1
stage2,7184,1,955,1.91,659.0,1248.0,1184.0,1172.0,True,,0
stage2,7184,2,1541,3.082,1248.0,1827.5,1172.0,1146.0,True,,1
stage2,7184,3,2114,4.228,1827.5,2398.5,1146.0,1138.0,True,,2
stage2,7184,4,2683,5.366,2398.5,2959.5,1138.0,1106.0,True,,3
stage2,7184,5,3236,6.472,2959.5,3508.0,1106.0,1088.0,True,,4
stage2,7184,6,3780,7.56,3508.0,4058.0,1088.0,1112.0,True,,5
stage2,7184,7,4336,8.672,4058.0,4617.0,1112.0,1124.0,True,,6
stage2,7184,8,4898,9.796,4617.0,,1124.0,,False,edge_no_two_neighbors,-1
stage2,7198,0,488,0.976,,766.5,,1114.0,False,edge_no_two_neighbors,-1
stage2,7198,1,1045,2.09,766.5,1324.0,1114.0,1116.0,True,,0
stage2,7198,2,1603,3.206,1324.0,1879.0,1116.0,1104.0,True,,1
stage2,7198,3,2155,4.31,1879.0,2386.0,1104.0,924.0,True,,2
stage2,7198,4,2617,5.234,2386.0,2839.0,924.0,888.0,True,,3
stage2,7198,5,3061,6.122,2839.0,3280.5,888.0,878.0,True,,4
stage2,7198,6,3500,7.0,3280.5,3737.5,878.0,950.0,True,,5
stage2,7198,7,3975,7.95,3737.5,4325.5,950.0,1402.0,True,,6
stage2,7198,8,4676,9.352,4325.5,,1402.0,,False,edge_no_two_neighbors,-1
stage2,7410,0,266,0.532,,443.5,,710.0,False,edge_no_two_neighbors,-1
stage2,7410,1,621,1.242,443.5,797.0,710.0,704.0,True,,0
stage2,7410,2,973,1.946,797.0,1146.0,704.0,692.0,True,,1
stage2,7410,3,1319,2.638,1146.0,1490.5,692.0,686.0,True,,2
stage2,7410,4,1662,3.324,1490.5,1830.0,686.0,672.0,True,,3
stage2,7410,5,1998,3.996,1830.0,2163.5,672.0,662.0,True,,4
stage2,7410,6,2329,4.658,2163.5,2495.0,662.0,664.0,True,,5
stage2,7410,7,2661,5.322,2495.0,2826.5,664.0,662.0,True,,6
stage2,7410,8,2992,5.984,2826.5,3156.5,662.0,658.0,True,,7
stage2,7410,9,3321,6.642,3156.5,3487.5,658.0,666.0,True,,8
stage2,7410,10,3654,7.308,3487.5,3820.5,666.0,666.0,True,,9
stage2,7410,11,3987,7.974,3820.5,4152.5,666.0,662.0,True,,10
stage2,7410,12,4318,8.636,4152.5,4484.0,662.0,664.0,True,,11
stage2,7410,13,4650,9.3,4484.0,,664.0,,False,edge_no_two_neighbors,-1
stage2,7420,0,65,0.13,,283.0,,872.0,False,edge_no_two_neighbors,-1
stage2,7420,1,501,1.002,283.0,708.0,872.0,828.0,True,,0
stage2,7420,2,915,1.83,708.0,1119.0,828.0,816.0,True,,1
stage2,7420,3,1323,2.646,1119.0,1538.0,816.0,860.0,True,,2
stage2,7420,4,1753,3.506,1538.0,1969.0,860.0,864.0,True,,3
stage2,7420,5,2185,4.37,1969.0,2396.0,864.0,844.0,True,,4
stage2,7420,6,2607,5.214,2396.0,2822.0,844.0,860.0,True,,5
stage2,7420,7,3037,6.074,2822.0,3259.0,860.0,888.0,True,,6
stage2,7420,8,3481,6.962,3259.0,3702.0,888.0,884.0,True,,7
stage2,7420,9,3923,7.846,3702.0,4129.0,884.0,824.0,True,,8
stage2,7420,10,4335,8.67,4129.0,4537.5,824.0,810.0,True,,9
stage2,7420,11,4740,9.48,4537.5,,810.0,,False,edge_no_two_neighbors,-1
stage2,7439,0,136,0.272,,331.5,,782.0,False,edge_no_two_neighbors,-1
stage2,7439,1,527,1.054,331.5,742.5,782.0,862.0,True,,0
stage2,7439,2,958,1.916,742.5,1149.0,862.0,764.0,True,,1
stage2,7439,3,1340,2.68,1149.0,1551.0,764.0,844.0,True,,2
stage2,7439,4,1762,3.524,1551.0,1954.5,844.0,770.0,True,,3
stage2,7439,5,2147,4.294,1954.5,2367.0,770.0,880.0,True,,4
stage2,7439,6,2587,5.174,2367.0,2777.0,880.0,760.0,True,,5
stage2,7439,7,2967,5.934,2777.0,3166.0,760.0,796.0,True,,6
stage2,7439,8,3365,6.73,3166.0,3561.0,796.0,784.0,True,,7
stage2,7439,9,3757,7.514,3561.0,3982.5,784.0,902.0,True,,8
stage2,7439,10,4208,8.416,3982.5,4399.0,902.0,764.0,True,,9
stage2,7439,11,4590,9.18,4399.0,,764.0,,False,edge_no_two_neighbors,-1
stage2,7503,0,556,1.112,,857.0,,1204.0,False,edge_no_two_neighbors,-1
stage2,7503,1,1158,2.316,857.0,1460.0,1204.0,1208.0,True,,0
stage2,7503,2,1762,3.524,1460.0,2063.0,1208.0,1204.0,True,,1
stage2,7503,3,2364,4.728,2063.0,2672.0,1204.0,1232.0,True,,2
stage2,7503,4,2980,5.96,2672.0,3281.0,1232.0,1204.0,True,,3
stage2,7503,5,3582,7.164,3281.0,3886.0,1204.0,1216.0,True,,4
stage2,7503,6,4190,8.38,3886.0,4493.5,1216.0,1214.0,True,,5
stage2,7503,7,4797,9.594,4493.5,,1214.0,,False,edge_no_two_neighbors,-1
stage2,7564,0,482,0.964,,731.0,,996.0,False,edge_no_two_neighbors,-1
stage2,7564,1,980,1.96,731.0,1227.5,996.0,990.0,True,,0
stage2,7564,2,1475,2.95,1227.5,1720.5,990.0,982.0,True,,1
stage2,7564,3,1966,3.932,1720.5,2214.5,982.0,994.0,True,,2
stage2,7564,4,2463,4.926,2214.5,2704.0,994.0,964.0,True,,3
stage2,7564,5,2945,5.89,2704.0,3189.5,964.0,978.0,True,,4
stage2,7564,6,3434,6.868,3189.5,3679.0,978.0,980.0,True,,5
stage2,7564,7,3924,7.848,3679.0,4171.0,980.0,988.0,True,,6
stage2,7564,8,4418,8.836,4171.0,4667.0,988.0,996.0,True,,7
stage2,7564,9,4916,9.832,4667.0,,996.0,,False,edge_no_two_neighbors,-1
stage2,7659,0,164,0.328,,372.5,,834.0,False,edge_no_two_neighbors,-1
stage2,7659,1,581,1.162,372.5,792.5,834.0,846.0,True,,0
stage2,7659,2,1004,2.008,792.5,1218.0,846.0,856.0,True,,1
stage2,7659,3,1432,2.864,1218.0,1644.0,856.0,848.0,True,,2
stage2,7659,4,1856,3.712,1644.0,2063.5,848.0,830.0,True,,3
stage2,7659,5,2271,4.542,2063.5,2478.5,830.0,830.0,True,,4
stage2,7659,6,2686,5.372,2478.5,2892.5,830.0,826.0,True,,5
stage2,7659,7,3099,6.198,2892.5,3303.0,826.0,816.0,True,,6
stage2,7659,8,3507,7.014,3303.0,3708.0,816.0,804.0,True,,7
stage2,7659,9,3909,7.818,3708.0,4108.5,804.0,798.0,True,,8
stage2,7659,10,4308,8.616,4108.5,4509.5,798.0,806.0,True,,9
stage2,7659,11,4711,9.422,4509.5,,806.0,,False,edge_no_two_neighbors,-1
stage2,7844,0,82,0.164,,252.5,,682.0,False,edge_no_two_neighbors,-1
stage2,7844,1,423,0.846,252.5,592.0,682.0,676.0,True,,0
stage2,7844,2,761,1.522,592.0,930.0,676.0,676.0,True,,1
stage2,7844,3,1099,2.198,930.0,1266.0,676.0,668.0,True,,2
stage2,7844,4,1433,2.866,1266.0,1603.0,668.0,680.0,True,,3
stage2,7844,5,1773,3.546,1603.0,1941.5,680.0,674.0,True,,4
stage2,7844,6,2110,4.22,1941.5,2282.0,674.0,688.0,True,,5
stage2,7844,7,2454,4.908,2282.0,2625.0,688.0,684.0,True,,6
stage2,7844,8,2796,5.592,2625.0,2967.5,684.0,686.0,True,,7
stage2,7844,9,3139,6.278,2967.5,3308.5,686.0,678.0,True,,8
stage2,7844,10,3478,6.956,3308.5,3647.0,678.0,676.0,True,,9
stage2,7844,11,3816,7.632,3647.0,3985.0,676.0,676.0,True,,10
stage2,7844,12,4154,8.308,3985.0,4322.0,676.0,672.0,True,,11
stage2,7844,13,4490,8.98,4322.0,4661.5,672.0,686.0,True,,12
stage2,7844,14,4833,9.666,4661.5,,686.0,,False,edge_no_two_neighbors,-1
stage2,7911,0,49,0.098,,216.5,,670.0,False,edge_no_two_neighbors,-1
stage2,7911,1,384,0.768,216.5,552.5,670.0,674.0,True,,0
stage2,7911,2,721,1.442,552.5,892.0,674.0,684.0,True,,1
stage2,7911,3,1063,2.126,892.0,1233.0,684.0,680.0,True,,2
stage2,7911,4,1403,2.806,1233.0,1573.0,680.0,680.0,True,,3
stage2,7911,5,1743,3.486,1573.0,1913.5,680.0,682.0,True,,4
stage2,7911,6,2084,4.168,1913.5,2255.5,682.0,686.0,True,,5
stage2,7911,7,2427,4.854,2255.5,2599.5,686.0,690.0,True,,6
stage2,7911,8,2772,5.544,2599.5,2943.5,690.0,686.0,True,,7
stage2,7911,9,3115,6.23,2943.5,3285.5,686.0,682.0,True,,8
stage2,7911,10,3456,6.912,3285.5,3626.5,682.0,682.0,True,,9
stage2,7911,11,3797,7.594,3626.5,3969.0,682.0,688.0,True,,10
stage2,7911,12,4141,8.282,3969.0,4313.5,688.0,690.0,True,,11
stage2,7911,13,4486,8.972,4313.5,4657.5,690.0,686.0,True,,12
stage2,7911,14,4829,9.658,4657.5,,686.0,,False,edge_no_two_neighbors,-1
stage2,8022,0,288,0.576,,518.0,,920.0,False,edge_no_two_neighbors,-1
stage2,8022,1,748,1.496,518.0,980.5,920.0,930.0,True,,0
stage2,8022,2,1213,2.426,980.5,1446.5,930.0,934.0,True,,1
stage2,8022,3,1680,3.36,1446.5,1900.0,934.0,880.0,True,,2
stage2,8022,4,2120,4.24,1900.0,2349.0,880.0,916.0,True,,3
stage2,8022,5,2578,5.156,2349.0,2809.0,916.0,924.0,True,,4
stage2,8022,6,3040,6.08,2809.0,3274.5,924.0,938.0,True,,5
stage2,8022,7,3509,7.018,3274.5,3734.5,938.0,902.0,True,,6
stage2,8022,8,3960,7.92,3734.5,4197.0,902.0,948.0,True,,7
stage2,8022,9,4434,8.868,4197.0,4669.5,948.0,942.0,True,,8
stage2,8022,10,4905,9.81,4669.5,,942.0,,False,edge_no_two_neighbors,-1
stage2,8049,0,278,0.556,,453.5,,702.0,False,edge_no_two_neighbors,-1
stage2,8049,1,629,1.258,453.5,804.5,702.0,702.0,True,,0
stage2,8049,2,980,1.96,804.5,1155.5,702.0,702.0,True,,1
stage2,8049,3,1331,2.662,1155.5,1506.5,702.0,702.0,True,,2
stage2,8049,4,1682,3.364,1506.5,1855.5,702.0,694.0,True,,3
stage2,8049,5,2029,4.058,1855.5,2205.0,694.0,704.0,True,,4
stage2,8049,6,2381,4.762,2205.0,2556.0,704.0,700.0,True,,5
stage2,8049,7,2731,5.462,2556.0,2905.5,700.0,698.0,True,,6
stage2,8049,8,3080,6.16,2905.5,3255.0,698.0,700.0,True,,7
stage2,8049,9,3430,6.86,3255.0,3604.5,700.0,698.0,True,,8
stage2,8049,10,3779,7.558,3604.5,3955.5,698.0,706.0,True,,9
stage2,8049,11,4132,8.264,3955.5,4308.5,706.0,706.0,True,,10
stage2,8049,12,4485,8.97,4308.5,4661.0,706.0,704.0,True,,11
stage2,8049,13,4837,9.674,4661.0,,704.0,,False,edge_no_two_neighbors,-1
stage2,8211,0,168,0.336,,401.0,,932.0,False,edge_no_two_neighbors,-1
stage2,8211,1,634,1.268,401.0,860.5,932.0,906.0,True,,0
stage2,8211,2,1087,2.174,860.5,1316.0,906.0,916.0,True,,1
stage2,8211,3,1545,3.09,1316.0,1776.0,916.0,924.0,True,,2
stage2,8211,4,2007,4.014,1776.0,2231.0,924.0,896.0,True,,3
stage2,8211,5,2455,4.91,2231.0,2674.0,896.0,876.0,True,,4
stage2,8211,6,2893,5.786,2674.0,3114.0,876.0,884.0,True,,5
stage2,8211,7,3335,6.67,3114.0,3560.0,884.0,900.0,True,,6
stage2,8211,8,3785,7.57,3560.0,4005.0,900.0,880.0,True,,7
stage2,8211,9,4225,8.45,4005.0,4446.0,880.0,884.0,True,,8
stage2,8211,10,4667,9.334,4446.0,,884.0,,False,edge_no_two_neighbors,-1
stage2,8308,0,234,0.468,,384.5,,602.0,False,edge_no_two_neighbors,-1
stage2,8308,1,535,1.07,384.5,696.0,602.0,644.0,True,,0
stage2,8308,2,857,1.714,696.0,1017.5,644.0,642.0,True,,1
stage2,8308,3,1178,2.356,1017.5,1309.0,642.0,524.0,True,,2
stage2,8308,4,1440,2.88,1309.0,1597.5,524.0,630.0,True,,3
stage2,8308,5,1755,3.51,1597.5,1938.5,630.0,734.0,True,,4
stage2,8308,6,2122,4.244,1938.5,2300.5,734.0,714.0,True,,5
stage2,8308,7,2479,4.958,2300.5,2722.0,714.0,972.0,True,,6
stage2,8308,8,2965,5.93,2722.0,3103.0,972.0,552.0,True,,7
stage2,8308,9,3241,6.482,3103.0,3444.5,552.0,814.0,True,,8
stage2,8308,10,3648,7.296,3444.5,3819.0,814.0,684.0,True,,9
stage2,8308,11,3990,7.98,3819.0,4133.5,684.0,574.0,True,,10
stage2,8308,12,4277,8.554,4133.5,4493.0,574.0,864.0,True,,11
stage2,8308,13,4709,9.418,4493.0,,864.0,,False,edge_no_two_neighbors,-1
stage2,8314,0,308,0.616,,504.0,,784.0,False,edge_no_two_neighbors,-1
stage2,8314,1,700,1.4,504.0,908.5,784.0,834.0,True,,0
stage2,8314,2,1117,2.234,908.5,1329.5,834.0,850.0,True,,1
stage2,8314,3,1542,3.084,1329.5,1747.0,850.0,820.0,True,,2
stage2,8314,4,1952,3.904,1747.0,2163.0,820.0,844.0,True,,3
stage2,8314,5,2374,4.748,2163.0,2578.5,844.0,818.0,True,,4
stage2,8314,6,2783,5.566,2578.5,2985.0,818.0,808.0,True,,5
stage2,8314,7,3187,6.374,2985.0,3397.0,808.0,840.0,True,,6
stage2,8314,8,3607,7.214,3397.0,3820.5,840.0,854.0,True,,7
stage2,8314,9,4034,8.068,3820.5,4245.5,854.0,846.0,True,,8
stage2,8314,10,4457,8.914,4245.5,4665.0,846.0,832.0,True,,9
stage2,8314,11,4873,9.746,4665.0,,832.0,,False,edge_no_two_neighbors,-1
stage2,8315,0,404,0.808,,685.0,,1124.0,False,edge_no_two_neighbors,-1
stage2,8315,1,966,1.932,685.0,1242.0,1124.0,1104.0,True,,0
stage2,8315,2,1518,3.036,1242.0,1797.5,1104.0,1118.0,True,,1
stage2,8315,3,2077,4.154,1797.5,2356.0,1118.0,1116.0,True,,2
stage2,8315,4,2635,5.27,2356.0,2918.0,1116.0,1132.0,True,,3
stage2,8315,5,3201,6.402,2918.0,3484.5,1132.0,1134.0,True,,4
stage2,8315,6,3768,7.536,3484.5,4049.0,1134.0,1124.0,True,,5
stage2,8315,7,4330,8.66,4049.0,4615.0,1124.0,1140.0,True,,6
stage2,8315,8,4900,9.8,4615.0,,1140.0,,False,edge_no_two_neighbors,-1
stage2,8385,0,121,0.242,,265.0,,576.0,False,edge_no_two_neighbors,-1
stage2,8385,1,409,0.818,265.0,553.0,576.0,576.0,True,,0
stage2,8385,2,697,1.394,553.0,841.5,576.0,578.0,True,,1
stage2,8385,3,986,1.972,841.5,1130.0,578.0,576.0,True,,2
stage2,8385,4,1274,2.548,1130.0,1418.5,576.0,578.0,True,,3
stage2,8385,5,1563,3.126,1418.5,1707.0,578.0,576.0,True,,4
stage2,8385,6,1851,3.702,1707.0,1995.0,576.0,576.0,True,,5
stage2,8385,7,2139,4.278,1995.0,2283.0,576.0,576.0,True,,6
stage2,8385,8,2427,4.854,2283.0,2570.0,576.0,572.0,True,,7
stage2,8385,9,2713,5.426,2570.0,2856.5,572.0,574.0,True,,8
stage2,8385,10,3000,6.0,2856.5,3143.0,574.0,572.0,True,,9
stage2,8385,11,3286,6.572,3143.0,3428.0,572.0,568.0,True,,10
stage2,8385,12,3570,7.14,3428.0,3711.5,568.0,566.0,True,,11
stage2,8385,13,3853,7.706,3711.5,3995.0,566.0,568.0,True,,12
stage2,8385,14,4137,8.274,3995.0,4278.5,568.0,566.0,True,,13
stage2,8385,15,4420,8.84,4278.5,4562.0,566.0,568.0,True,,14
stage2,8385,16,4704,9.408,4562.0,,568.0,,False,edge_no_two_neighbors,-1
stage2,8456,0,144,0.288,,322.0,,712.0,False,edge_no_two_neighbors,-1
stage2,8456,1,500,1.0,322.0,678.0,712.0,712.0,True,,0
stage2,8456,2,856,1.712,678.0,1035.5,712.0,718.0,True,,1
stage2,8456,3,1215,2.43,1035.5,1393.0,718.0,712.0,True,,2
stage2,8456,4,1571,3.142,1393.0,1749.0,712.0,712.0,True,,3
stage2,8456,5,1927,3.854,1749.0,2106.5,712.0,718.0,True,,4
stage2,8456,6,2286,4.572,2106.5,2464.0,718.0,712.0,True,,5
stage2,8456,7,2642,5.284,2464.0,2822.0,712.0,720.0,True,,6
stage2,8456,8,3002,6.004,2822.0,3182.5,720.0,722.0,True,,7
stage2,8456,9,3363,6.726,3182.5,3542.5,722.0,718.0,True,,8
stage2,8456,10,3722,7.444,3542.5,3899.0,718.0,708.0,True,,9
stage2,8456,11,4076,8.152,3899.0,4252.5,708.0,706.0,True,,10
stage2,8456,12,4429,8.858,4252.5,4606.5,706.0,710.0,True,,11
stage2,8456,13,4784,9.568,4606.5,,710.0,,False,edge_no_two_neighbors,-1
stage2,8526,0,258,0.516,,507.0,,996.0,False,edge_no_two_neighbors,-1
stage2,8526,1,756,1.512,507.0,1011.0,996.0,1020.0,True,,0
stage2,8526,2,1266,2.532,1011.0,1522.0,1020.0,1024.0,True,,1
stage2,8526,3,1778,3.556,1522.0,2024.0,1024.0,984.0,True,,2
stage2,8526,4,2270,4.54,2024.0,2518.5,984.0,994.0,True,,3
stage2,8526,5,2767,5.534,2518.5,3019.5,994.0,1010.0,True,,4
stage2,8526,6,3272,6.544,3019.5,3525.0,1010.0,1012.0,True,,5
stage2,8526,7,3778,7.556,3525.0,4022.0,1012.0,976.0,True,,6
stage2,8526,8,4266,8.532,4022.0,4513.5,976.0,990.0,True,,7
stage2,8526,9,4761,9.522,4513.5,,990.0,,False,edge_no_two_neighbors,-1
stage2,8649,0,166,0.332,,388.0,,888.0,False,edge_no_two_neighbors,-1
stage2,8649,1,610,1.22,388.0,837.0,888.0,908.0,True,,0
stage2,8649,2,1064,2.128,837.0,1291.5,908.0,910.0,True,,1
stage2,8649,3,1519,3.038,1291.5,1746.5,910.0,910.0,True,,2
stage2,8649,4,1974,3.948,1746.5,2202.5,910.0,914.0,True,,3
stage2,8649,5,2431,4.862,2202.5,2666.0,914.0,940.0,True,,4
stage2,8649,6,2901,5.802,2666.0,3136.5,940.0,942.0,True,,5
stage2,8649,7,3372,6.744,3136.5,3606.5,942.0,938.0,True,,6
stage2,8649,8,3841,7.682,3606.5,4076.5,938.0,942.0,True,,7
stage2,8649,9,4312,8.624,4076.5,4544.5,942.0,930.0,True,,8
stage2,8649,10,4777,9.554,4544.5,,930.0,,False,edge_no_two_neighbors,-1
stage2,8718,0,61,0.122,,228.0,,668.0,False,edge_no_two_neighbors,-1
stage2,8718,1,395,0.79,228.0,562.5,668.0,670.0,True,,0
stage2,8718,2,730,1.46,562.5,897.5,670.0,670.0,True,,1
stage2,8718,3,1065,2.13,897.5,1233.5,670.0,674.0,True,,2
stage2,8718,4,1402,2.804,1233.5,1569.0,674.0,668.0,True,,3
stage2,8718,5,1736,3.472,1569.0,1903.0,668.0,668.0,True,,4
stage2,8718,6,2070,4.14,1903.0,2238.5,668.0,674.0,True,,5
stage2,8718,7,2407,4.814,2238.5,2576.0,674.0,676.0,True,,6
stage2,8718,8,2745,5.49,2576.0,2913.0,676.0,672.0,True,,7
stage2,8718,9,3081,6.162,2913.0,3246.0,672.0,660.0,True,,8
stage2,8718,10,3411,6.822,3246.0,3578.0,660.0,668.0,True,,9
stage2,8718,11,3745,7.49,3578.0,3912.5,668.0,670.0,True,,10
stage2,8718,12,4080,8.16,3912.5,4244.0,670.0,656.0,True,,11
stage2,8718,13,4408,8.816,4244.0,4573.5,656.0,662.0,True,,12
stage2,8718,14,4739,9.478,4573.5,,662.0,,False,edge_no_two_neighbors,-1
stage2,8806,0,123,0.246,,321.5,,794.0,False,edge_no_two_neighbors,-1
stage2,8806,1,520,1.04,321.5,723.5,794.0,814.0,True,,0
